id,idade,sexo,formacao,experiencia,fundo_indicado_assessor,informacao,noticia_escolhida,escolha_info_noticia,vies_confirmacao_indicacao,vies_confirmacao_informacao,fundo_escolhido,vies_confirmacao_infonot_escolhidas,vies_confirmacao_indicacao_escolha,perfil,vies_confirmacao_perfil,vies_confirmacao_perfil_decisao
222,41 a 50 anos,Mulher,Formado em outra área e não trabalha com finanças,Possui investimento e pouco conhecimento,moderado,fundo de ações,fundo de renda fixa,uma informação/notíca sobre renda fixa e uma notícia/informação sobre ações,Apresentou o viés de confirmação,Não apresentou o viés de confirmação,conservador,Não apresentou o viés de confirmação,Não apresentou o viés de confirmação,moderado,Apresentou o viés de confirmação,Não apresentou o viés de confirmação
223,51 a 60 anos,Mulher,Outra,Não possuir investimentos,arrojado,fundo de renda fixa,fundo de renda fixa,uma informação e uma notícia sobre renda fixa,Não apresentou o viés de confirmação,Apresentou o viés de confirmação,conservador,Apresentou o viés de confirmação,Não apresentou o viés de confirmação,conservador,Apresentou o viés de confirmação,Apresentou o viés de confirmação
224,61 ou mais,Homem,Formado em adm/cont/eco e trabalha na área financeira,Qualificado,conservador,fundo de renda fixa,fundo de renda fixa,uma informação e uma notícia sobre renda fixa,Apresentou o viés de confirmação,Apresentou o viés de confirmação,conservador,Apresentou o viés de confirmação,Apresentou o viés de confirmação,conservador,Apresentou o viés de confirmação,Apresentou o viés de confirmação
225,41 a 50 anos,Homem,Formado em adm/cont/eco e não trabalha na área financeira,Possui investimento e conhecimento,arrojado,fundo de renda fixa,fundo de renda fixa,uma informação e uma notícia sobre renda fixa,Não apresentou o viés de confirmação,Apresentou o viés de confirmação,moderado,Não apresentou o viés de confirmação,Não apresentou o viés de confirmação,conservador,Apresentou o viés de confirmação,Não apresentou o viés de confirmação
226,31 a 40 anos,Mulher,Formado em adm/cont/eco e trabalha na área financeira,Possui investimento e conhecimento,conservador,fundo de renda fixa,fundo de ações,uma informação/notíca sobre renda fixa e uma notícia/informação sobre ações,Não apresentou o viés de confirmação,Não apresentou o viés de confirmação,conservador,Não apresentou o viés de confirmação,Apresentou o viés de confirmação,conservador,Não apresentou o viés de confirmação,Apresentou o viés de confirmação
227,41 a 50 anos,Homem,Formado em adm/cont/eco e trabalha na área financeira,Possui investimento e conhecimento,arrojado,fundo de renda fixa,fundo de renda fixa,uma informação e uma notícia sobre renda fixa,Não apresentou o viés de confirmação,Apresentou o viés de confirmação,conservador,Apresentou o viés de confirmação,Não apresentou o viés de confirmação,conservador,Apresentou o viés de confirmação,Apresentou o viés de confirmação
228,18 a 30 anos,Mulher,Formado em adm/cont/eco e não trabalha na área financeira,Possui investimento e pouco conhecimento,arrojado,fundo de ações,fundo de ações,uma informação e uma notícia sobre ações,Apresentou o viés de confirmação,Apresentou o viés de confirmação,moderado,Não apresentou o viés de confirmação,Não apresentou o viés de confirmação,moderado,Não apresentou o viés de confirmação,Apresentou o viés de confirmação
229,31 a 40 anos,Homem,Formado em outra área e não trabalha com finanças,Possui investimento e pouco conhecimento,moderado,fundo de ações,fundo de renda fixa,uma informação/notíca sobre renda fixa e uma notícia/informação sobre ações,Apresentou o viés de confirmação,Não apresentou o viés de confirmação,arrojado,Não apresentou o viés de confirmação,Não apresentou o viés de confirmação,conservador,Não apresentou o viés de confirmação,Não apresentou o viés de confirmação
230,18 a 30 anos,Mulher,Outra,Possui investimento e não tem conhecimento,arrojado,fundo de renda fixa,fundo de ações,uma informação/notíca sobre renda fixa e uma notícia/informação sobre ações,Não apresentou o viés de confirmação,Não apresentou o viés de confirmação,conservador,Não apresentou o viés de confirmação,Não apresentou o viés de confirmação,conservador,Não apresentou o viés de confirmação,Apresentou o viés de confirmação
231,41 a 50 anos,Homem,Formado em adm/cont/eco e trabalha na área financeira,Possui investimento e conhecimento,arrojado,fundo de renda fixa,fundo de renda fixa,uma informação e uma notícia sobre renda fixa,Não apresentou o viés de confirmação,Apresentou o viés de confirmação,conservador,Apresentou o viés de confirmação,Não apresentou o viés de confirmação,conservador,Apresentou o viés de confirmação,Apresentou o viés de confirmação
232,41 a 50 anos,Mulher,Formado em adm/cont/eco e não trabalha na área financeira,Possui investimento e pouco conhecimento,moderado,fundo de renda fixa,fundo de ações,uma informação/notíca sobre renda fixa e uma notícia/informação sobre ações,Apresentou o viés de confirmação,Não apresentou o viés de confirmação,moderado,Apresentou o viés de confirmação,Apresentou o viés de confirmação,conservador,Não apresentou o viés de confirmação,Não apresentou o viés de confirmação
233,51 a 60 anos,Mulher,Formado em outra área e não trabalha com finanças,Possui investimento e não tem conhecimento,arrojado,fundo de renda fixa,fundo de renda fixa,uma informação e uma notícia sobre renda fixa,Não apresentou o viés de confirmação,Apresentou o viés de confirmação,conservador,Apresentou o viés de confirmação,Não apresentou o viés de confirmação,conservador,Apresentou o viés de confirmação,Apresentou o viés de confirmação
234,31 a 40 anos,Mulher,Formado em outra área e trabalha com finanças,Não possuir investimentos,moderado,fundo de renda fixa,fundo de renda fixa,uma informação e uma notícia sobre renda fixa,Não apresentou o viés de confirmação,Apresentou o viés de confirmação,moderado,Não apresentou o viés de confirmação,Apresentou o viés de confirmação,conservador,Apresentou o viés de confirmação,Não apresentou o viés de confirmação
235,41 a 50 anos,Homem,Formado em adm/cont/eco e trabalha na área financeira,Possui investimento e conhecimento,moderado,fundo de renda fixa,fundo de renda fixa,uma informação e uma notícia sobre renda fixa,Não apresentou o viés de confirmação,Apresentou o viés de confirmação,conservador,Apresentou o viés de confirmação,Não apresentou o viés de confirmação,moderado,Não apresentou o viés de confirmação,Não apresentou o viés de confirmação
236,18 a 30 anos,Homem,Formado em outra área e não trabalha com finanças,Possui investimento e pouco conhecimento,arrojado,fundo de ações,fundo de ações,uma informação e uma notícia sobre ações,Apresentou o viés de confirmação,Apresentou o viés de confirmação,moderado,Não apresentou o viés de confirmação,Não apresentou o viés de confirmação,moderado,Não apresentou o viés de confirmação,Apresentou o viés de confirmação
237,41 a 50 anos,Mulher,Formado em adm/cont/eco e não trabalha na área financeira,Possui investimento e conhecimento,conservador,fundo de renda fixa,fundo de renda fixa,uma informação e uma notícia sobre renda fixa,Apresentou o viés de confirmação,Apresentou o viés de confirmação,conservador,Apresentou o viés de confirmação,Apresentou o viés de confirmação,conservador,Apresentou o viés de confirmação,Apresentou o viés de confirmação
238,31 a 40 anos,Homem,Formado em adm/cont/eco e trabalha na área financeira,Qualificado,moderado,fundo de renda fixa,fundo de renda fixa,uma informação e uma notícia sobre renda fixa,Não apresentou o viés de confirmação,Apresentou o viés de confirmação,arrojado,Não apresentou o viés de confirmação,Não apresentou o viés de confirmação,moderado,Não apresentou o viés de confirmação,Não apresentou o viés de confirmação
239,31 a 40 anos,Homem,Outra,Possui investimento e conhecimento,moderado,fundo de renda fixa,fundo de renda fixa,uma informação e uma notícia sobre renda fixa,Não apresentou o viés de confirmação,Apresentou o viés de confirmação,conservador,Apresentou o viés de confirmação,Não apresentou o viés de confirmação,conservador,Apresentou o viés de confirmação,Apresentou o viés de confirmação
240,31 a 40 anos,Homem,Formado em adm/cont/eco e não trabalha na área financeira,Possui investimento e pouco conhecimento,arrojado,fundo de ações,fundo de ações,uma informação e uma notícia sobre ações,Apresentou o viés de confirmação,Apresentou o viés de confirmação,moderado,Não apresentou o viés de confirmação,Não apresentou o viés de confirmação,conservador,Não apresentou o viés de confirmação,Não apresentou o viés de confirmação
241,31 a 40 anos,Homem,Outra,Não possuir investimentos,arrojado,fundo de ações,fundo de renda fixa,uma informação/notíca sobre renda fixa e uma notícia/informação sobre ações,Não apresentou o viés de confirmação,Não apresentou o viés de confirmação,conservador,Não apresentou o viés de confirmação,Não apresentou o viés de confirmação,moderado,Apresentou o viés de confirmação,Não apresentou o viés de confirmação
242,18 a 30 anos,Mulher,Outra,Não possuir investimentos,moderado,fundo de renda fixa,fundo de ações,uma informação/notíca sobre renda fixa e uma notícia/informação sobre ações,Apresentou o viés de confirmação,Não apresentou o viés de confirmação,conservador,Não apresentou o viés de confirmação,Não apresentou o viés de confirmação,conservador,Não apresentou o viés de confirmação,Apresentou o viés de confirmação
243,51 a 60 anos,Mulher,Formado em adm/cont/eco e não trabalha na área financeira,Possui investimento e conhecimento,conservador,fundo de renda fixa,fundo de renda fixa,uma informação e uma notícia sobre renda fixa,Apresentou o viés de confirmação,Apresentou o viés de confirmação,conservador,Apresentou o viés de confirmação,Apresentou o viés de confirmação,conservador,Apresentou o viés de confirmação,Apresentou o viés de confirmação
244,18 a 30 anos,Mulher,Formado em outra área e não trabalha com finanças,Não possuir investimentos,moderado,fundo de renda fixa,fundo de renda fixa,uma informação e uma notícia sobre renda fixa,Não apresentou o viés de confirmação,Apresentou o viés de confirmação,moderado,Não apresentou o viés de confirmação,Apresentou o viés de confirmação,moderado,Não apresentou o viés de confirmação,Apresentou o viés de confirmação
245,51 a 60 anos,Homem,Formado em outra área e não trabalha com finanças,Possui investimento e pouco conhecimento,arrojado,fundo de ações,fundo de ações,uma informação e uma notícia sobre ações,Apresentou o viés de confirmação,Apresentou o viés de confirmação,moderado,Não apresentou o viés de confirmação,Não apresentou o viés de confirmação,conservador,Não apresentou o viés de confirmação,Não apresentou o viés de confirmação
246,41 a 50 anos,Mulher,Formado em adm/cont/eco e não trabalha na área financeira,Possui investimento e não tem conhecimento,moderado,fundo de renda fixa,fundo de renda fixa,uma informação e uma notícia sobre renda fixa,Não apresentou o viés de confirmação,Apresentou o viés de confirmação,conservador,Apresentou o viés de confirmação,Não apresentou o viés de confirmação,conservador,Apresentou o viés de confirmação,Apresentou o viés de confirmação
247,41 a 50 anos,Homem,Formado em outra área e não trabalha com finanças,Possui investimento e não tem conhecimento,moderado,fundo de ações,fundo de renda fixa,uma informação/notíca sobre renda fixa e uma notícia/informação sobre ações,Apresentou o viés de confirmação,Não apresentou o viés de confirmação,arrojado,Não apresentou o viés de confirmação,Não apresentou o viés de confirmação,moderado,Apresentou o viés de confirmação,Não apresentou o viés de confirmação
248,31 a 40 anos,Mulher,Outra,Possui investimento e não tem conhecimento,arrojado,fundo de renda fixa,fundo de ações,uma informação/notíca sobre renda fixa e uma notícia/informação sobre ações,Não apresentou o viés de confirmação,Não apresentou o viés de confirmação,conservador,Não apresentou o viés de confirmação,Não apresentou o viés de confirmação,moderado,Apresentou o viés de confirmação,Não apresentou o viés de confirmação
249,18 a 30 anos,Mulher,Formado em outra área e não trabalha com finanças,Não possuir investimentos,conservador,fundo de renda fixa,fundo de renda fixa,uma informação e uma notícia sobre renda fixa,Apresentou o viés de confirmação,Apresentou o viés de confirmação,arrojado,Não apresentou o viés de confirmação,Não apresentou o viés de confirmação,conservador,Apresentou o viés de confirmação,Não apresentou o viés de confirmação
250,31 a 40 anos,Mulher,Formado em outra área e não trabalha com finanças,Possui investimento e pouco conhecimento,arrojado,fundo de renda fixa,fundo de ações,uma informação/notíca sobre renda fixa e uma notícia/informação sobre ações,Não apresentou o viés de confirmação,Não apresentou o viés de confirmação,moderado,Apresentou o viés de confirmação,Não apresentou o viés de confirmação,moderado,Apresentou o viés de confirmação,Apresentou o viés de confirmação
251,51 a 60 anos,Homem,Formado em adm/cont/eco e não trabalha na área financeira,Possui investimento e não tem conhecimento,moderado,fundo de ações,fundo de ações,uma informação e uma notícia sobre ações,Não apresentou o viés de confirmação,Apresentou o viés de confirmação,moderado,Não apresentou o viés de confirmação,Apresentou o viés de confirmação,moderado,Não apresentou o viés de confirmação,Apresentou o viés de confirmação
252,31 a 40 anos,Homem,Formado em outra área e não trabalha com finanças,Possui investimento e pouco conhecimento,arrojado,fundo de renda fixa,fundo de renda fixa,uma informação e uma notícia sobre renda fixa,Não apresentou o viés de confirmação,Apresentou o viés de confirmação,moderado,Não apresentou o viés de confirmação,Não apresentou o viés de confirmação,moderado,Não apresentou o viés de confirmação,Apresentou o viés de confirmação
253,41 a 50 anos,Mulher,Formado em outra área e não trabalha com finanças,Possui investimento e não tem conhecimento,moderado,fundo de renda fixa,fundo de renda fixa,uma informação e uma notícia sobre renda fixa,Não apresentou o viés de confirmação,Apresentou o viés de confirmação,conservador,Apresentou o viés de confirmação,Não apresentou o viés de confirmação,conservador,Apresentou o viés de confirmação,Apresentou o viés de confirmação
254,18 a 30 anos,Mulher,Formado em outra área e não trabalha com finanças,Possui investimento e não tem conhecimento,moderado,fundo de renda fixa,fundo de renda fixa,uma informação e uma notícia sobre renda fixa,Não apresentou o viés de confirmação,Apresentou o viés de confirmação,conservador,Apresentou o viés de confirmação,Não apresentou o viés de confirmação,conservador,Apresentou o viés de confirmação,Apresentou o viés de confirmação
255,18 a 30 anos,Homem,Formado em outra área e não trabalha com finanças,Possui investimento e não tem conhecimento,moderado,fundo de renda fixa,fundo de renda fixa,uma informação e uma notícia sobre renda fixa,Não apresentou o viés de confirmação,Apresentou o viés de confirmação,moderado,Não apresentou o viés de confirmação,Apresentou o viés de confirmação,conservador,Apresentou o viés de confirmação,Não apresentou o viés de confirmação
256,51 a 60 anos,Homem,Formado em adm/cont/eco e não trabalha na área financeira,Não possuir investimentos,arrojado,fundo de renda fixa,fundo de renda fixa,uma informação e uma notícia sobre renda fixa,Não apresentou o viés de confirmação,Apresentou o viés de confirmação,conservador,Apresentou o viés de confirmação,Não apresentou o viés de confirmação,conservador,Apresentou o viés de confirmação,Apresentou o viés de confirmação
257,51 a 60 anos,Mulher,Outra,Possui investimento e não tem conhecimento,conservador,fundo de ações,fundo de ações,uma informação e uma notícia sobre ações,Não apresentou o viés de confirmação,Apresentou o viés de confirmação,conservador,Não apresentou o viés de confirmação,Apresentou o viés de confirmação,conservador,Não apresentou o viés de confirmação,Apresentou o viés de confirmação
258,51 a 60 anos,Mulher,Outra,Possui investimento e pouco conhecimento,arrojado,fundo de ações,fundo de ações,uma informação e uma notícia sobre ações,Apresentou o viés de confirmação,Apresentou o viés de confirmação,conservador,Não apresentou o viés de confirmação,Não apresentou o viés de confirmação,conservador,Não apresentou o viés de confirmação,Apresentou o viés de confirmação
259,51 a 60 anos,Mulher,Formado em outra área e não trabalha com finanças,Não possuir investimentos,moderado,fundo de renda fixa,fundo de renda fixa,uma informação e uma notícia sobre renda fixa,Não apresentou o viés de confirmação,Apresentou o viés de confirmação,moderado,Não apresentou o viés de confirmação,Apresentou o viés de confirmação,arrojado,Não apresentou o viés de confirmação,Não apresentou o viés de confirmação
260,51 a 60 anos,Mulher,Formado em outra área e não trabalha com finanças,Não possuir investimentos,conservador,fundo de renda fixa,fundo de renda fixa,uma informação e uma notícia sobre renda fixa,Apresentou o viés de confirmação,Apresentou o viés de confirmação,moderado,Não apresentou o viés de confirmação,Não apresentou o viés de confirmação,conservador,Apresentou o viés de confirmação,Não apresentou o viés de confirmação
261,41 a 50 anos,Mulher,Formado em adm/cont/eco e não trabalha na área financeira,Possui investimento e não tem conhecimento,arrojado,fundo de renda fixa,fundo de renda fixa,uma informação e uma notícia sobre renda fixa,Não apresentou o viés de confirmação,Apresentou o viés de confirmação,moderado,Não apresentou o viés de confirmação,Não apresentou o viés de confirmação,conservador,Apresentou o viés de confirmação,Não apresentou o viés de confirmação
262,31 a 40 anos,Mulher,Formado em outra área e não trabalha com finanças,Não possuir investimentos,arrojado,fundo de renda fixa,fundo de renda fixa,uma informação e uma notícia sobre renda fixa,Não apresentou o viés de confirmação,Apresentou o viés de confirmação,arrojado,Não apresentou o viés de confirmação,Apresentou o viés de confirmação,conservador,Apresentou o viés de confirmação,Não apresentou o viés de confirmação
263,31 a 40 anos,Homem,Formado em outra área e não trabalha com finanças,Possui investimento e conhecimento,arrojado,fundo de renda fixa,fundo de renda fixa,uma informação e uma notícia sobre renda fixa,Não apresentou o viés de confirmação,Apresentou o viés de confirmação,conservador,Apresentou o viés de confirmação,Não apresentou o viés de confirmação,moderado,Não apresentou o viés de confirmação,Não apresentou o viés de confirmação
264,31 a 40 anos,Homem,Formado em outra área e não trabalha com finanças,Não possuir investimentos,moderado,fundo de renda fixa,fundo de ações,uma informação/notíca sobre renda fixa e uma notícia/informação sobre ações,Apresentou o viés de confirmação,Não apresentou o viés de confirmação,moderado,Apresentou o viés de confirmação,Apresentou o viés de confirmação,moderado,Apresentou o viés de confirmação,Apresentou o viés de confirmação
265,18 a 30 anos,Mulher,Formado em adm/cont/eco e não trabalha na área financeira,Não possuir investimentos,arrojado,fundo de ações,fundo de ações,uma informação e uma notícia sobre ações,Apresentou o viés de confirmação,Apresentou o viés de confirmação,moderado,Não apresentou o viés de confirmação,Não apresentou o viés de confirmação,moderado,Não apresentou o viés de confirmação,Apresentou o viés de confirmação
266,31 a 40 anos,Homem,Formado em adm/cont/eco e não trabalha na área financeira,Possui investimento e pouco conhecimento,conservador,fundo de renda fixa,fundo de renda fixa,uma informação e uma notícia sobre renda fixa,Apresentou o viés de confirmação,Apresentou o viés de confirmação,conservador,Apresentou o viés de confirmação,Apresentou o viés de confirmação,conservador,Apresentou o viés de confirmação,Apresentou o viés de confirmação
267,18 a 30 anos,Homem,Formado em adm/cont/eco e trabalha na área financeira,Qualificado,moderado,fundo de renda fixa,fundo de renda fixa,uma informação e uma notícia sobre renda fixa,Não apresentou o viés de confirmação,Apresentou o viés de confirmação,moderado,Não apresentou o viés de confirmação,Apresentou o viés de confirmação,conservador,Apresentou o viés de confirmação,Não apresentou o viés de confirmação
268,18 a 30 anos,Mulher,Formado em adm/cont/eco e não trabalha na área financeira,Não possuir investimentos,moderado,fundo de renda fixa,fundo de renda fixa,uma informação e uma notícia sobre renda fixa,Não apresentou o viés de confirmação,Apresentou o viés de confirmação,moderado,Não apresentou o viés de confirmação,Apresentou o viés de confirmação,conservador,Apresentou o viés de confirmação,Não apresentou o viés de confirmação
269,18 a 30 anos,Mulher,Formado em adm/cont/eco e não trabalha na área financeira,Possui investimento e pouco conhecimento,conservador,fundo de renda fixa,fundo de renda fixa,uma informação e uma notícia sobre renda fixa,Apresentou o viés de confirmação,Apresentou o viés de confirmação,moderado,Não apresentou o viés de confirmação,Não apresentou o viés de confirmação,conservador,Apresentou o viés de confirmação,Não apresentou o viés de confirmação
270,31 a 40 anos,Mulher,Formado em adm/cont/eco e não trabalha na área financeira,Possui investimento e conhecimento,arrojado,fundo de renda fixa,fundo de renda fixa,uma informação e uma notícia sobre renda fixa,Não apresentou o viés de confirmação,Apresentou o viés de confirmação,conservador,Apresentou o viés de confirmação,Não apresentou o viés de confirmação,conservador,Apresentou o viés de confirmação,Apresentou o viés de confirmação
271,18 a 30 anos,Homem,Formado em outra área e trabalha com finanças,Possui investimento e conhecimento,conservador,fundo de ações,fundo de ações,uma informação e uma notícia sobre ações,Não apresentou o viés de confirmação,Apresentou o viés de confirmação,moderado,Não apresentou o viés de confirmação,Não apresentou o viés de confirmação,arrojado,Apresentou o viés de confirmação,Não apresentou o viés de confirmação
272,41 a 50 anos,Mulher,Formado em outra área e não trabalha com finanças,Possui investimento e conhecimento,arrojado,fundo de ações,fundo de ações,uma informação e uma notícia sobre ações,Apresentou o viés de confirmação,Apresentou o viés de confirmação,arrojado,Apresentou o viés de confirmação,Apresentou o viés de confirmação,moderado,Não apresentou o viés de confirmação,Não apresentou o viés de confirmação
273,18 a 30 anos,Homem,Formado em adm/cont/eco e trabalha na área financeira,Possui investimento e pouco conhecimento,moderado,fundo de ações,fundo de ações,uma informação e uma notícia sobre ações,Não apresentou o viés de confirmação,Apresentou o viés de confirmação,moderado,Não apresentou o viés de confirmação,Apresentou o viés de confirmação,conservador,Não apresentou o viés de confirmação,Não apresentou o viés de confirmação
274,18 a 30 anos,Mulher,Formado em adm/cont/eco e não trabalha na área financeira,Possui investimento e conhecimento,moderado,fundo de renda fixa,fundo de renda fixa,uma informação e uma notícia sobre renda fixa,Não apresentou o viés de confirmação,Apresentou o viés de confirmação,moderado,Não apresentou o viés de confirmação,Apresentou o viés de confirmação,arrojado,Não apresentou o viés de confirmação,Não apresentou o viés de confirmação
275,31 a 40 anos,Homem,Formado em adm/cont/eco e não trabalha na área financeira,Possui investimento e não tem conhecimento,conservador,fundo de renda fixa,fundo de renda fixa,uma informação e uma notícia sobre renda fixa,Apresentou o viés de confirmação,Apresentou o viés de confirmação,conservador,Apresentou o viés de confirmação,Apresentou o viés de confirmação,conservador,Apresentou o viés de confirmação,Apresentou o viés de confirmação
276,18 a 30 anos,Homem,Outra,Possui investimento e pouco conhecimento,arrojado,fundo de renda fixa,fundo de renda fixa,uma informação e uma notícia sobre renda fixa,Não apresentou o viés de confirmação,Apresentou o viés de confirmação,conservador,Apresentou o viés de confirmação,Não apresentou o viés de confirmação,conservador,Apresentou o viés de confirmação,Apresentou o viés de confirmação
277,31 a 40 anos,Homem,Formado em adm/cont/eco e não trabalha na área financeira,Possui investimento e conhecimento,arrojado,fundo de ações,fundo de ações,uma informação e uma notícia sobre ações,Apresentou o viés de confirmação,Apresentou o viés de confirmação,conservador,Não apresentou o viés de confirmação,Não apresentou o viés de confirmação,arrojado,Apresentou o viés de confirmação,Não apresentou o viés de confirmação
278,31 a 40 anos,Mulher,Formado em outra área e não trabalha com finanças,Possui investimento e pouco conhecimento,arrojado,fundo de renda fixa,fundo de renda fixa,uma informação e uma notícia sobre renda fixa,Não apresentou o viés de confirmação,Apresentou o viés de confirmação,conservador,Apresentou o viés de confirmação,Não apresentou o viés de confirmação,conservador,Apresentou o viés de confirmação,Apresentou o viés de confirmação
279,18 a 30 anos,Mulher,Formado em adm/cont/eco e trabalha na área financeira,Não possuir investimentos,moderado,fundo de ações,fundo de renda fixa,uma informação/notíca sobre renda fixa e uma notícia/informação sobre ações,Apresentou o viés de confirmação,Não apresentou o viés de confirmação,moderado,Apresentou o viés de confirmação,Apresentou o viés de confirmação,moderado,Apresentou o viés de confirmação,Apresentou o viés de confirmação
280,18 a 30 anos,Mulher,Formado em adm/cont/eco e não trabalha na área financeira,Possui investimento e pouco conhecimento,moderado,fundo de ações,fundo de renda fixa,uma informação/notíca sobre renda fixa e uma notícia/informação sobre ações,Apresentou o viés de confirmação,Não apresentou o viés de confirmação,conservador,Não apresentou o viés de confirmação,Não apresentou o viés de confirmação,conservador,Não apresentou o viés de confirmação,Apresentou o viés de confirmação
281,31 a 40 anos,Homem,Formado em adm/cont/eco e não trabalha na área financeira,Possui investimento e conhecimento,conservador,fundo de renda fixa,fundo de renda fixa,uma informação e uma notícia sobre renda fixa,Apresentou o viés de confirmação,Apresentou o viés de confirmação,moderado,Não apresentou o viés de confirmação,Não apresentou o viés de confirmação,moderado,Não apresentou o viés de confirmação,Apresentou o viés de confirmação
282,31 a 40 anos,Homem,Formado em adm/cont/eco e não trabalha na área financeira,Possui investimento e pouco conhecimento,arrojado,fundo de ações,fundo de renda fixa,uma informação/notíca sobre renda fixa e uma notícia/informação sobre ações,Não apresentou o viés de confirmação,Não apresentou o viés de confirmação,moderado,Apresentou o viés de confirmação,Não apresentou o viés de confirmação,conservador,Não apresentou o viés de confirmação,Não apresentou o viés de confirmação
283,18 a 30 anos,Mulher,Formado em adm/cont/eco e não trabalha na área financeira,Possui investimento e conhecimento,conservador,fundo de renda fixa,fundo de ações,uma informação/notíca sobre renda fixa e uma notícia/informação sobre ações,Não apresentou o viés de confirmação,Não apresentou o viés de confirmação,conservador,Não apresentou o viés de confirmação,Apresentou o viés de confirmação,conservador,Não apresentou o viés de confirmação,Apresentou o viés de confirmação
284,18 a 30 anos,Mulher,Formado em adm/cont/eco e não trabalha na área financeira,Possui investimento e pouco conhecimento,arrojado,fundo de ações,fundo de ações,uma informação e uma notícia sobre ações,Apresentou o viés de confirmação,Apresentou o viés de confirmação,arrojado,Apresentou o viés de confirmação,Apresentou o viés de confirmação,moderado,Não apresentou o viés de confirmação,Não apresentou o viés de confirmação
285,31 a 40 anos,Homem,Formado em adm/cont/eco e trabalha na área financeira,Possui investimento e conhecimento,moderado,fundo de ações,fundo de ações,uma informação e uma notícia sobre ações,Não apresentou o viés de confirmação,Apresentou o viés de confirmação,moderado,Não apresentou o viés de confirmação,Apresentou o viés de confirmação,arrojado,Apresentou o viés de confirmação,Não apresentou o viés de confirmação
286,18 a 30 anos,Homem,Formado em adm/cont/eco e não trabalha na área financeira,Não possuir investimentos,conservador,fundo de renda fixa,fundo de renda fixa,uma informação e uma notícia sobre renda fixa,Apresentou o viés de confirmação,Apresentou o viés de confirmação,conservador,Apresentou o viés de confirmação,Apresentou o viés de confirmação,conservador,Apresentou o viés de confirmação,Apresentou o viés de confirmação
287,31 a 40 anos,Homem,Formado em adm/cont/eco e trabalha na área financeira,Possui investimento e conhecimento,moderado,fundo de ações,fundo de ações,uma informação e uma notícia sobre ações,Não apresentou o viés de confirmação,Apresentou o viés de confirmação,arrojado,Apresentou o viés de confirmação,Não apresentou o viés de confirmação,moderado,Não apresentou o viés de confirmação,Não apresentou o viés de confirmação
288,41 a 50 anos,Homem,Formado em outra área e não trabalha com finanças,Possui investimento e não tem conhecimento,moderado,fundo de renda fixa,fundo de renda fixa,uma informação e uma notícia sobre renda fixa,Não apresentou o viés de confirmação,Apresentou o viés de confirmação,conservador,Apresentou o viés de confirmação,Não apresentou o viés de confirmação,conservador,Apresentou o viés de confirmação,Apresentou o viés de confirmação
289,41 a 50 anos,Homem,Formado em outra área e não trabalha com finanças,Possui investimento e pouco conhecimento,moderado,fundo de ações,fundo de renda fixa,uma informação/notíca sobre renda fixa e uma notícia/informação sobre ações,Apresentou o viés de confirmação,Não apresentou o viés de confirmação,moderado,Apresentou o viés de confirmação,Apresentou o viés de confirmação,moderado,Apresentou o viés de confirmação,Apresentou o viés de confirmação
290,31 a 40 anos,Homem,Formado em outra área e não trabalha com finanças,Não possuir investimentos,arrojado,fundo de renda fixa,fundo de renda fixa,uma informação e uma notícia sobre renda fixa,Não apresentou o viés de confirmação,Apresentou o viés de confirmação,conservador,Apresentou o viés de confirmação,Não apresentou o viés de confirmação,conservador,Apresentou o viés de confirmação,Apresentou o viés de confirmação
291,41 a 50 anos,Homem,Formado em outra área e não trabalha com finanças,Não possuir investimentos,conservador,fundo de ações,fundo de ações,uma informação e uma notícia sobre ações,Não apresentou o viés de confirmação,Apresentou o viés de confirmação,moderado,Não apresentou o viés de confirmação,Não apresentou o viés de confirmação,conservador,Não apresentou o viés de confirmação,Não apresentou o viés de confirmação
292,18 a 30 anos,Mulher,Formado em adm/cont/eco e não trabalha na área financeira,Possui investimento e conhecimento,conservador,fundo de renda fixa,fundo de ações,uma informação/notíca sobre renda fixa e uma notícia/informação sobre ações,Não apresentou o viés de confirmação,Não apresentou o viés de confirmação,moderado,Apresentou o viés de confirmação,Não apresentou o viés de confirmação,moderado,Apresentou o viés de confirmação,Apresentou o viés de confirmação
293,18 a 30 anos,Mulher,Outra,Não possuir investimentos,conservador,fundo de renda fixa,fundo de renda fixa,uma informação e uma notícia sobre renda fixa,Apresentou o viés de confirmação,Apresentou o viés de confirmação,conservador,Apresentou o viés de confirmação,Apresentou o viés de confirmação,conservador,Apresentou o viés de confirmação,Apresentou o viés de confirmação
294,41 a 50 anos,Homem,Formado em outra área e não trabalha com finanças,Não possuir investimentos,moderado,fundo de ações,fundo de ações,uma informação e uma notícia sobre ações,Não apresentou o viés de confirmação,Apresentou o viés de confirmação,arrojado,Apresentou o viés de confirmação,Não apresentou o viés de confirmação,moderado,Não apresentou o viés de confirmação,Não apresentou o viés de confirmação
295,31 a 40 anos,Mulher,Formado em outra área e trabalha com finanças,Possui investimento e conhecimento,moderado,fundo de renda fixa,fundo de ações,uma informação/notíca sobre renda fixa e uma notícia/informação sobre ações,Apresentou o viés de confirmação,Não apresentou o viés de confirmação,moderado,Apresentou o viés de confirmação,Apresentou o viés de confirmação,conservador,Não apresentou o viés de confirmação,Não apresentou o viés de confirmação
